;municipio;codEstacao;Dia;PrecD
1;ABREU E LIMA;260005401A;1;8,67
2;ABREU E LIMA;260005401A;2;1,38
3;ABREU E LIMA;260005401A;3;7,32
4;ABREU E LIMA;260005401A;4;6,73
5;ABREU E LIMA;260005401A;5;5,52
6;ABREU E LIMA;260005401A;6;0
7;ABREU E LIMA;260005401A;7;0
8;ABREU E LIMA;260005401A;8;3,35
9;ABREU E LIMA;260005401A;9;8,66
10;ABREU E LIMA;260005401A;10;1,18
11;ABREU E LIMA;260005401A;11;10,45
12;ABREU E LIMA;260005401A;12;0
13;ABREU E LIMA;260005401A;13;6,11
14;ABREU E LIMA;260005401A;14;64,02
15;ABREU E LIMA;260005401A;15;2,95
16;ABREU E LIMA;260005401A;16;0,99
17;ABREU E LIMA;260005401A;18;0,2
18;ABREU E LIMA;260005401A;19;12
19;ABREU E LIMA;260005401A;20;35,27
20;ABREU E LIMA;260005401A;21;24,61
21;ABREU E LIMA;260005401A;22;47,45
22;ABREU E LIMA;260005401A;23;76,69
23;ABREU E LIMA;260005401A;24;227,38
24;ABREU E LIMA;260005401A;25;2,38
25;ABREU E LIMA;260005401A;26;11,44
26;ABREU E LIMA;260005401A;27;29,72
27;ABREU E LIMA;260005401A;28;12,79
28;ABREU E LIMA;260005401A;29;1,39
29;ABREU E LIMA;260005401A;30;7,49
30;ABREU E LIMA;260005401A;31;25,2
31;ABREU E LIMA;260005402A;1;12,04
32;ABREU E LIMA;260005402A;2;0
33;ABREU E LIMA;260005402A;3;13,43
34;ABREU E LIMA;260005402A;4;3,55
35;ABREU E LIMA;260005402A;5;4,54
36;ABREU E LIMA;260005402A;6;0
37;ABREU E LIMA;260005402A;7;0,2
38;ABREU E LIMA;260005402A;8;0,4
39;ABREU E LIMA;260005402A;9;4,38
40;ABREU E LIMA;260005402A;10;2,78
41;ABREU E LIMA;260005402A;11;13,27
42;ABREU E LIMA;260005402A;12;0
43;ABREU E LIMA;260005402A;13;16,77
44;ABREU E LIMA;260005402A;14;51,13
45;ABREU E LIMA;260005402A;15;0,59
46;ABREU E LIMA;260005402A;16;1,97
47;ABREU E LIMA;260005402A;18;1,38
48;ABREU E LIMA;260005402A;19;15,45
49;ABREU E LIMA;260005402A;20;37,87
50;ABREU E LIMA;260005402A;21;19,73
51;ABREU E LIMA;260005402A;22;46,99
52;ABREU E LIMA;260005402A;23;53,97
53;ABREU E LIMA;260005402A;24;206,29
54;ABREU E LIMA;260005402A;25;2,79
55;ABREU E LIMA;260005402A;26;14,42
56;ABREU E LIMA;260005402A;27;27,19
57;ABREU E LIMA;260005402A;28;17,95
58;ABREU E LIMA;260005402A;29;0,6
59;ABREU E LIMA;260005402A;30;5,38
60;ABREU E LIMA;260005402A;31;19,93
61;AFOGADOS DA INGAZEIRA;260010401A;1;0,2
62;AFOGADOS DA INGAZEIRA;260010401A;2;0,2
63;AFOGADOS DA INGAZEIRA;260010401A;3;0,4
64;AFOGADOS DA INGAZEIRA;260010401A;4;4,16
65;AFOGADOS DA INGAZEIRA;260010401A;5;0
66;AFOGADOS DA INGAZEIRA;260010401A;6;0
67;AFOGADOS DA INGAZEIRA;260010401A;7;0
68;AFOGADOS DA INGAZEIRA;260010401A;8;0
69;AFOGADOS DA INGAZEIRA;260010401A;9;0,79
70;AFOGADOS DA INGAZEIRA;260010401A;10;0,2
71;AFOGADOS DA INGAZEIRA;260010401A;11;7,09
72;AFOGADOS DA INGAZEIRA;260010401A;12;1,39
73;AFOGADOS DA INGAZEIRA;260010401A;13;1,19
74;AFOGADOS DA INGAZEIRA;260010401A;14;0,8
75;AFOGADOS DA INGAZEIRA;260010401A;15;2,39
76;AFOGADOS DA INGAZEIRA;260010401A;31;0
77;AFRÂNIO;260020301U;25;0,4
78;AFRÂNIO;260020301U;26;0
79;AFRÂNIO;260020301U;27;0
80;AFRÂNIO;260020301U;28;0
81;AFRÂNIO;260020301U;29;0,2
82;AFRÂNIO;260020301U;30;0
83;AFRÂNIO;260020301U;31;0
84;AGRESTINA;260030201A;1;13,18
85;AGRESTINA;260030201A;2;0,4
86;AGRESTINA;260030201A;3;2,56
87;AGRESTINA;260030201A;4;0,2
88;AGRESTINA;260030201A;5;0
89;AGRESTINA;260030201A;6;0
90;AGRESTINA;260030201A;7;0
91;AGRESTINA;260030201A;8;2,19
92;AGRESTINA;260030201A;9;8,96
93;AGRESTINA;260030201A;10;13,38
94;AGRESTINA;260030201A;11;8
95;AGRESTINA;260030201A;12;4,77
96;AGRESTINA;260030201A;13;20,15
97;AGRESTINA;260030201A;14;22,32
98;AGRESTINA;260030201A;15;2,8
99;AGRESTINA;260030201A;17;0,2
100;AGRESTINA;260030201A;18;2
101;AGRESTINA;260030201A;19;1,79
102;AGRESTINA;260030201A;20;22,31
103;AGRESTINA;260030201A;21;33,96
104;AGRESTINA;260030201A;22;5,4
105;AGRESTINA;260030201A;23;20,36
106;AGRESTINA;260030201A;24;9,2
107;AGRESTINA;260030201A;25;12,6
108;AGRESTINA;260030201A;26;9,2
109;AGRESTINA;260030201A;27;10,6
110;AGRESTINA;260030201A;28;10
111;AGRESTINA;260030201A;29;2,2
112;AGRESTINA;260030201A;30;1,4
113;AGRESTINA;260030201A;31;1,4
114;ALIANÇA;260070801A;1;9,68
115;ALIANÇA;260070801A;2;0,99
116;ALIANÇA;260070801A;3;5,74
117;ALIANÇA;260070801A;4;0,4
118;ALIANÇA;260070801A;5;1,01
119;ALIANÇA;260070801A;6;0
120;ALIANÇA;260070801A;7;0
121;ALIANÇA;260070801A;8;1,18
122;ALIANÇA;260070801A;9;0
123;ALIANÇA;260070801A;10;2,37
124;ALIANÇA;260070801A;11;4,57
125;ALIANÇA;260070801A;12;0
126;ALIANÇA;260070801A;13;8,66
127;ALIANÇA;260070801A;14;16,24
128;ALIANÇA;260070801A;15;0,2
129;ALIANÇA;260070801A;19;5,78
130;ALIANÇA;260070801A;20;16,21
131;ALIANÇA;260070801A;21;15,28
132;ALIANÇA;260070801A;22;16,08
