;municipio;codEstacao;Dia;PrecD;Acumulado 3 dias
1254;FLORESTA;260570701A;19;0;
1255;FLORESTA;260570701A;20;0;
1256;FLORESTA;260570701A;21;0;
1257;FLORESTA;260570701A;22;0;
1258;FLORESTA;260570701A;23;1,2;
1259;FLORESTA;260570701A;24;0,4;
1260;FLORESTA;260570701A;25;2,2;
1261;FLORESTA;260570701A;26;0;
1262;FLORESTA;260570701A;27;0;
1263;FLORESTA;260570701A;28;0;
1264;FLORESTA;260570701A;29;0;
1265;FLORESTA;260570701A;30;0;
1266;FLORESTA;260570701A;31;0;
1267;FLORESTA;260570701C;7;0,4;
1268;FLORESTA;260570701C;13;0;
1269;FLORESTA;260570701C;16;0;
1270;FLORESTA;260570701C;17;0;
1271;FLORESTA;260570701C;20;0;
1272;FLORESTA;260570701C;21;0;
1273;FREI MIGUELINHO;260580601C;1;4,8;
1274;FREI MIGUELINHO;260580601C;2;1,6;
1275;FREI MIGUELINHO;260580601C;3;0,2;
1276;FREI MIGUELINHO;260580601C;5;0,2;
1277;FREI MIGUELINHO;260580601C;6;0,2;
1278;FREI MIGUELINHO;260580601C;7;0,2;
1279;FREI MIGUELINHO;260580601C;8;0;
1280;FREI MIGUELINHO;260580601C;9;0;
1281;FREI MIGUELINHO;260580601C;10;0;
1282;FREI MIGUELINHO;260580601C;11;0,2;
1283;FREI MIGUELINHO;260580601C;12;0;
1284;FREI MIGUELINHO;260580601C;13;0,2;
1285;FREI MIGUELINHO;260580601C;14;0;
1286;FREI MIGUELINHO;260580601C;15;0;
1287;FREI MIGUELINHO;260580601C;16;0;
1288;FREI MIGUELINHO;260580601C;17;0,2;
1289;FREI MIGUELINHO;260580601C;18;7;
1290;FREI MIGUELINHO;260580601C;19;5;
1291;FREI MIGUELINHO;260580601C;20;0,2;
1292;FREI MIGUELINHO;260580601C;21;0;
1293;FREI MIGUELINHO;260580601C;22;0,6;
1294;FREI MIGUELINHO;260580601C;23;0,2;
1295;FREI MIGUELINHO;260580601C;24;0,2;
1296;FREI MIGUELINHO;260580601C;25;0,2;
1297;FREI MIGUELINHO;260580601C;26;5,8;
1298;FREI MIGUELINHO;260580601C;27;0,4;
1299;FREI MIGUELINHO;260580601C;28;9,2;
1300;FREI MIGUELINHO;260580601C;29;0,8;
1301;FREI MIGUELINHO;260580601C;31;0;
1302;GAMELEIRA;260590501A;1;7,54;
1303;GAMELEIRA;260590501A;2;3,38;
1304;GAMELEIRA;260590501A;3;0;
1305;GAMELEIRA;260590501A;4;0;
1306;GAMELEIRA;260590501A;5;0;
1307;GAMELEIRA;260590501A;6;0;
1308;GAMELEIRA;260590501A;7;4,79;
1309;GAMELEIRA;260590501A;8;0,2;
1310;GAMELEIRA;260590501A;9;0;
1311;GAMELEIRA;260590501A;10;0;
1312;GAMELEIRA;260590501A;11;0,2;
1313;GAMELEIRA;260590501A;12;0;
1314;GAMELEIRA;260590501A;13;6,9;
1315;GAMELEIRA;260590501A;14;0,82;
1316;GAMELEIRA;260590501A;15;0;
1317;GAMELEIRA;260590501A;16;3,95;
1318;GAMELEIRA;260590501A;17;2,57;
1319;GAMELEIRA;260590501A;18;5,78;
1320;GAMELEIRA;260590501A;19;25,07;
1321;GAMELEIRA;260590501A;20;1,59;
1322;GAMELEIRA;260590501A;21;0;
1323;GAMELEIRA;260590501A;22;3,74;
1324;GAMELEIRA;260590501A;23;6,52;
1325;GAMELEIRA;260590501A;24;0;
1326;GAMELEIRA;260590501A;25;3,15;
1327;GAMELEIRA;260590501A;26;8,16;
1328;GAMELEIRA;260590501A;27;1,39;
1329;GAMELEIRA;260590501A;28;3,43;
1330;GAMELEIRA;260590501A;29;2,59;
1331;GAMELEIRA;260590501A;30;0;
1332;GAMELEIRA;260590501A;31;0;
1333;GARANHUNS;260600201C;1;0,6;
1334;GARANHUNS;260600201C;2;0,6;
1335;GARANHUNS;260600201C;7;0;
1336;GARANHUNS;260600201C;8;0,6;
1337;GARANHUNS;260600201C;9;0;
1338;GARANHUNS;260600201C;10;0;
1339;GARANHUNS;260600201C;11;0;
1340;GARANHUNS;260600201C;12;0,6;
1341;GARANHUNS;260600201C;13;0,8;
1342;GARANHUNS;260600201C;14;0,4;
1343;GARANHUNS;260600201C;15;0;
1344;GARANHUNS;260600201C;16;0;
1345;GARANHUNS;260600201C;17;0;
1346;GARANHUNS;260600201C;18;14;
1347;GARANHUNS;260600201C;19;4,8;
1348;GARANHUNS;260600201C;20;5,4;
1349;GARANHUNS;260600201C;21;0,2;
1350;GARANHUNS;260600201C;22;4,8;
1351;GARANHUNS;260600201C;23;4,6;
1352;GARANHUNS;260600201C;24;3;
1353;GOIANA;260620001A;1;2,6;
1354;GOIANA;260620001A;2;3,2;
1355;GOIANA;260620001A;3;0;
1356;GOIANA;260620001A;4;0;
1357;GOIANA;260620001A;5;0;
1358;GOIANA;260620001A;6;0;
1359;GOIANA;260620001A;7;1;
1360;GOIANA;260620001A;8;0,4;
1361;GOIANA;260620001A;9;0;
1362;GOIANA;260620001A;10;0;
1363;GOIANA;260620001A;11;0;
1364;GOIANA;260620001A;12;0;
1365;GOIANA;260620001A;13;0,2;
1366;GOIANA;260620001A;14;0;
1367;GOIANA;260620001A;15;0;
1368;GOIANA;260620001A;16;0;
1369;GOIANA;260620001A;17;1,8;
1370;GOIANA;260620001A;18;11,4;
1371;GOIANA;260620001A;19;22,2;
1372;GOIANA;260620001A;20;0,2;
1373;GOIANA;260620001A;21;0;
1374;GOIANA;260620001A;22;5,4;
1375;GOIANA;260620001A;23;7,4;
1376;GOIANA;260620001A;24;0;
1377;GOIANA;260620001A;25;1,6;
1378;GOIANA;260620001A;26;3;
1379;GOIANA;260620001A;27;8,6;
1380;GOIANA;260620001A;28;2,4;
1381;GOIANA;260620001A;29;0;
1382;GOIANA;260620001A;30;0;
1383;GOIANA;260620001A;31;0;
1384;GOIANA;260620002A;1;5;
1385;GOIANA;260620002A;2;3,6;
1386;GOIANA;260620002A;3;0,2;
1387;GOIANA;260620002A;4;0;
1388;GOIANA;260620002A;5;0;
1389;GOIANA;260620002A;6;0;
1390;GOIANA;260620002A;7;0,8;
1391;GOIANA;260620002A;8;0;
1392;GOIANA;260620002A;9;0,8;
1393;GOIANA;260620002A;10;0;
1394;GOIANA;260620002A;11;0;
1395;GOIANA;260620002A;12;0;
1396;GOIANA;260620002A;13;0,4;
1397;GOIANA;260620002A;14;0;
1398;GOIANA;260620002A;15;0;
1399;GOIANA;260620002A;16;0;
1400;GOIANA;260620002A;17;2,4;
1401;GOIANA;260620002A;18;12,6;
1402;GOIANA;260620002A;19;25,8;
1403;GOIANA;260620002A;20;0,4;
1404;GOIANA;260620002A;21;0;
1405;GOIANA;260620002A;22;4,8;
1406;GOIANA;260620002A;23;10,6;
1407;GOIANA;260620002A;24;0;
1408;GOIANA;260620002A;25;1,8;
1409;GOIANA;260620002A;26;4,2;
1410;GOIANA;260620002A;27;6,6;
1411;GOIANA;260620002A;28;3,4;
1412;GOIANA;260620002A;29;0;
1413;GOIANA;260620002A;30;0;
1414;GOIANA;260620002A;31;0;
1415;GOIANA;260620003H;1;4,2;
1416;GOIANA;260620003H;2;3,2;
1417;GOIANA;260620003H;3;0,2;
1418;GOIANA;260620003H;4;0;
1419;GOIANA;260620003H;5;0;
1420;GOIANA;260620003H;6;0;
1421;GOIANA;260620003H;7;0,6;
1422;GOIANA;260620003H;8;0,2;
1423;GOIANA;260620003H;9;0,8;
1424;GOIANA;260620003H;10;0;
1425;GOIANA;260620003H;11;0;
1426;GOIANA;260620003H;12;0;
1427;GOIANA;260620003H;13;0,6;
1428;GOIANA;260620003H;14;0,2;
1429;GOIANA;260620003H;15;0,4;
1430;GOIANA;260620003H;16;0,2;
1431;GOIANA;260620003H;17;2,4;
1432;GOIANA;260620003H;18;11,2;
1433;GOIANA;260620003H;19;25,6;
1434;GOIANA;260620003H;20;0,4;
1435;GOIANA;260620003H;21;0;
1436;GOIANA;260620003H;22;3,8;
1437;GOIANA;260620003H;23;8,8;
1438;GOIANA;260620003H;24;0;
1439;GOIANA;260620003H;25;2,4;
1440;GOIANA;260620003H;26;0;
1441;GOIANA;260620003H;30;0,2;
1442;GRANITO;260630901C;7;0;
1443;GRANITO;260630901C;8;0;
1444;GRANITO;260630901C;9;0;
1445;GRANITO;260630901C;10;0;
1446;GRANITO;260630901C;11;0;
1447;GRANITO;260630901C;12;0;
1448;GRANITO;260630901C;13;0;
1449;GRANITO;260630901C;14;0;
1450;GRANITO;260630901C;15;0;
1451;GRANITO;260630901C;16;0;
1452;GRANITO;260630901C;17;0;
1453;GRANITO;260630901C;18;0;
1454;GRANITO;260630901C;19;0;
1455;GRANITO;260630901C;20;0;
1456;GRANITO;260630901C;21;0;
1457;GRANITO;260630901C;22;0;
1458;GRANITO;260630901C;23;0;
1459;GRANITO;260630901C;24;0;
1460;GRAVATÁ;260640801C;1;1;
1461;GRAVATÁ;260640801C;7;0;
1462;GRAVATÁ;260640801C;8;0;
1463;GRAVATÁ;260640801C;9;1,2;
1464;GRAVATÁ;260640801C;10;0;
1465;GRAVATÁ;260640801C;11;0,2;
1466;GRAVATÁ;260640801C;12;0;
1467;GRAVATÁ;260640801C;13;0;
1468;GRAVATÁ;260640801C;14;0;
1469;GRAVATÁ;260640801C;15;0;
1470;GRAVATÁ;260640801C;16;0;
1471;GRAVATÁ;260640801C;17;0;
1472;GRAVATÁ;260640801C;18;5,8;
1473;GRAVATÁ;260640801C;19;5,2;
1474;GRAVATÁ;260640801C;20;0;
1475;GRAVATÁ;260640801C;21;0;
1476;GRAVATÁ;260640801C;22;0,4;
1477;GRAVATÁ;260640801C;23;2,2;
1478;GRAVATÁ;260640801C;24;0;
1479;IBIMIRIM;260660601A;1;0;
1480;IBIMIRIM;260660601A;2;0;
1481;IBIMIRIM;260660601A;3;0;
1482;IBIMIRIM;260660601A;4;0;
1483;IBIMIRIM;260660601A;5;0;
1484;IBIMIRIM;260660601A;6;0;
1485;IBIMIRIM;260660601A;7;0,79;
1486;IBIMIRIM;260660601A;8;0;
1487;IBIMIRIM;260660601A;9;0;
1488;IBIMIRIM;260660601A;10;0;
1489;IBIMIRIM;260660601A;11;0;
1490;IBIMIRIM;260660601A;12;0;
1491;IBIMIRIM;260660601A;13;0;
1492;IBIMIRIM;260660601A;14;0;
1493;IBIMIRIM;260660601A;15;0;
1494;IBIMIRIM;260660601A;16;0;
1495;IBIMIRIM;260660601A;17;0;
1496;IBIMIRIM;260660601A;18;0;
1497;IBIMIRIM;260660601A;19;21,09;
1498;IBIMIRIM;260660601A;20;1,21;
1499;IBIMIRIM;260660601A;21;0;
1500;IBIMIRIM;260660601A;22;0,6;
1501;IBIMIRIM;260660601A;23;1,4;
1502;IBIMIRIM;260660601A;24;0,4;
1503;IBIMIRIM;260660601A;25;0,2;
1504;IBIMIRIM;260660601A;26;0,2;
1505;IBIMIRIM;260660601A;27;0;
1506;IBIMIRIM;260660601A;28;0,2;
1507;IBIMIRIM;260660601A;29;0;
1508;IBIMIRIM;260660601A;30;0;
1509;IBIMIRIM;260660601A;31;0;
1510;IBIMIRIM;260660601C;7;0;
1511;IBIMIRIM;260660601C;8;0;
1512;IBIMIRIM;260660601C;9;0;
1513;IBIMIRIM;260660601C;10;0;
1514;IBIMIRIM;260660601C;11;0;
1515;IBIMIRIM;260660601C;12;0;
1516;IBIMIRIM;260660601C;13;0;
1517;IBIMIRIM;260660601C;14;0;
1518;IBIMIRIM;260660601C;15;0;
1519;IBIMIRIM;260660601C;16;0;
1520;IBIMIRIM;260660601C;17;0;
1521;IBIMIRIM;260660601C;18;0;
1522;IBIMIRIM;260660601C;19;1,8;
1523;IBIMIRIM;260660601C;20;0,8;
1524;IBIMIRIM;260660601C;21;0;
1525;IBIMIRIM;260660601C;22;1,6;
1526;IBIMIRIM;260660601C;23;0,4;
1527;IBIMIRIM;260660601C;24;0;
1528;IBIMIRIM;260660601C;25;0;
1529;IBIMIRIM;260660601C;26;0;
1530;IBIMIRIM;260660601C;27;0;
1531;IBIMIRIM;260660601C;28;0;
1532;IBIMIRIM;260660601C;29;0;
1533;IBIMIRIM;260660601C;30;0;
1534;IGARASSU;260680403A;1;7,33;
1535;IGARASSU;260680403A;2;0,2;
1536;IGARASSU;260680403A;3;2,37;
1537;IGARASSU;260680403A;4;0;
1538;IGARASSU;260680403A;5;0;
1539;IGARASSU;260680403A;6;0;
1540;IGARASSU;260680403A;7;7,36;
1541;IGARASSU;260680403A;8;0;
1542;IGARASSU;260680403A;9;0;
1543;IGARASSU;260680403A;10;0;
1544;IGARASSU;260680403A;11;0;
1545;IGARASSU;260680403A;12;0;
1546;IGARASSU;260680403A;13;0,8;
1547;IGARASSU;260680403A;14;0,2;
1548;IGARASSU;260680403A;15;0;
1549;IGARASSU;260680403A;16;0;
1550;IGARASSU;260680403A;17;2,78;
1551;IGARASSU;260680403A;18;10,09;
1552;IGARASSU;260680403A;19;13,29;
1553;IGARASSU;260680403A;20;0;
1554;IGARASSU;260680403A;21;1,38;
1555;IGARASSU;260680403A;22;3,39;
1556;IGARASSU;260680403A;23;7,12;
1557;IGARASSU;260680403A;24;0;
1558;IGARASSU;260680403A;25;2,96;
1559;IGARASSU;260680403A;26;15,16;
1560;IGARASSU;260680403A;27;4,74;
1561;IGARASSU;260680403A;28;1,41;
1562;IGARASSU;260680403A;29;3,52;
1563;IGARASSU;260680403A;30;0,62;
1564;IGARASSU;260680403A;31;0;
1565;IGARASSU;260680404A;1;7,34;
1566;IGARASSU;260680404A;2;3,94;
1567;IGARASSU;260680404A;3;0,42;
1568;IGARASSU;260680404A;4;0;
1569;IGARASSU;260680404A;5;0;
1570;IGARASSU;260680404A;6;0;
1571;IGARASSU;260680404A;7;8,89;
1572;IGARASSU;260680404A;8;0;
1573;IGARASSU;260680404A;9;1,18;
1574;IGARASSU;260680404A;10;0;
1575;IGARASSU;260680404A;11;0;
1576;IGARASSU;260680404A;12;0;
1577;IGARASSU;260680404A;13;1,6;
1578;IGARASSU;260680404A;14;0,6;
1579;IGARASSU;260680404A;15;0;
1580;IGARASSU;260680404A;16;0;
1581;IGARASSU;260680404A;17;2,21;
1582;IGARASSU;260680404A;18;15,04;
1583;IGARASSU;260680404A;19;13,47;
1584;IGARASSU;260680404A;20;0;
1585;IGARASSU;260680404A;21;0,59;
1586;IGARASSU;260680404A;22;7,93;
1587;IGARASSU;260680404A;23;7,72;
1588;IGARASSU;260680404A;24;1,38;
1589;IGARASSU;260680404A;25;3,37;
1590;IGARASSU;260680404A;26;32,72;
1591;IGARASSU;260680404A;27;3,39;
1592;IGARASSU;260680404A;28;1,38;
1593;IGARASSU;260680404A;29;0,4;
1594;IGARASSU;260680404A;30;2,56;
1595;IGARASSU;260680404A;31;0;
1596;IGARASSU;260680405A;1;18,74;
1597;IGARASSU;260680405A;2;0,59;
1598;IGARASSU;260680405A;3;0,99;
1599;IGARASSU;260680405A;4;0;
1600;IGARASSU;260680405A;5;0;
1601;IGARASSU;260680405A;6;2,37;
1602;IGARASSU;260680405A;7;3,98;
1603;IGARASSU;260680405A;8;0;
1604;IGARASSU;260680405A;9;0;
1605;IGARASSU;260680405A;10;0;
1606;IGARASSU;260680405A;11;0,2;
1607;IGARASSU;260680405A;12;0,4;
1608;IGARASSU;260680405A;13;1,2;
1609;IGARASSU;260680405A;14;1,38;
1610;IGARASSU;260680405A;15;0;
1611;IGARASSU;260680405A;16;0;
1612;IGARASSU;260680405A;17;2,76;
1613;IGARASSU;260680405A;18;21,28;
1614;IGARASSU;260680405A;19;13,6;
1615;IGARASSU;260680405A;20;0;
1616;IGARASSU;260680405A;21;1,19;
1617;IGARASSU;260680405A;22;4,56;
1618;IGARASSU;260680405A;23;6,88;
1619;IGARASSU;260680405A;24;0;
1620;IGARASSU;260680405A;25;2,18;
1621;IGARASSU;260680405A;26;14,82;
1622;IGARASSU;260680405A;27;11,6;
1623;IGARASSU;260680405A;28;6,53;
1624;IGARASSU;260680405A;29;0,2;
1625;IGARASSU;260680405A;30;1,58;
1626;IGARASSU;260680405A;31;0;
1627;INAJÁ;260700001C;6;0,2;
1628;INAJÁ;260700001C;7;0;
1629;INAJÁ;260700001C;8;0,2;
1630;INAJÁ;260700001C;9;0;
1631;INAJÁ;260700001C;10;0;
1632;INAJÁ;260700001C;11;0;
1633;INAJÁ;260700001C;12;0;
1634;INAJÁ;260700001C;13;0;
1635;INAJÁ;260700001C;14;0;
1636;INAJÁ;260700001C;15;0;
1637;INAJÁ;260700001C;16;0;
1638;INAJÁ;260700001C;17;0;
1639;INAJÁ;260700001C;18;0;
1640;INAJÁ;260700001C;19;0,8;
1641;INAJÁ;260700001C;20;0;
1642;INAJÁ;260700001C;21;0;
1643;INAJÁ;260700001C;22;0;
1644;INAJÁ;260700001C;23;1,4;
1645;INAJÁ;260700001C;24;2,8;
1646;INGAZEIRA;260710901U;12;0;
1647;INGAZEIRA;260710901U;13;0;
1648;IPOJUCA;260720801A;1;20,18;
1649;IPOJUCA;260720801A;2;1,98;
1650;IPOJUCA;260720801A;3;3,36;
1651;IPOJUCA;260720801A;4;0;
1652;IPOJUCA;260720801A;5;0;
1653;IPOJUCA;260720801A;6;0,98;
1654;IPOJUCA;260720801A;7;9,27;
1655;IPOJUCA;260720801A;8;3,77;
1656;IPOJUCA;260720801A;9;3,55;
1657;IPOJUCA;260720801A;10;0;
1658;IPOJUCA;260720801A;11;0;
1659;IPOJUCA;260720801A;12;0,59;
1660;IPOJUCA;260720801A;13;3,95;
1661;IPOJUCA;260720801A;14;0;
1662;IPOJUCA;260720801A;15;0;
1663;IPOJUCA;260720801A;16;0,79;
1664;IPOJUCA;260720801A;17;0,4;
1665;IPOJUCA;260720801A;18;15,93;
1666;IPOJUCA;260720801A;19;24,03;
1667;IPOJUCA;260720801A;20;0,4;
1668;IPOJUCA;260720801A;21;0;
1669;IPOJUCA;260720801A;22;5,95;
1670;IPOJUCA;260720801A;23;5,13;
1671;IPOJUCA;260720801A;24;4,55;
1672;IPOJUCA;260720801A;25;1,99;
1673;IPOJUCA;260720801A;26;11,86;
1674;IPOJUCA;260720801A;27;6,31;
1675;IPOJUCA;260720801A;28;3,96;
1676;IPOJUCA;260720801A;29;0;
1677;IPOJUCA;260720801A;30;0;
1678;IPOJUCA;260720801A;31;0,2;
1679;IPOJUCA;260720802A;1;6,96;
1680;IPOJUCA;260720802A;2;3,16;
1681;IPOJUCA;260720802A;3;0;
1682;IPOJUCA;260720802A;4;0;
1683;IPOJUCA;260720802A;5;0;
1684;IPOJUCA;260720802A;6;0,99;
1685;IPOJUCA;260720802A;7;2,17;
1686;IPOJUCA;260720802A;8;0,99;
1687;IPOJUCA;260720802A;9;1,19;
1688;IPOJUCA;260720802A;10;0;
1689;IPOJUCA;260720802A;11;0;
1690;IPOJUCA;260720802A;12;0,2;
1691;IPOJUCA;260720802A;13;5,52;
1692;IPOJUCA;260720802A;14;1,58;
1693;IPOJUCA;260720802A;15;0;
1694;IPOJUCA;260720802A;16;0,59;
1695;IPOJUCA;260720802A;17;0,39;
1696;IPOJUCA;260720802A;18;6,32;
1697;IPOJUCA;260720802A;19;26,12;
1698;IPOJUCA;260720802A;20;1,78;
1699;IPOJUCA;260720802A;21;0;
1700;IPOJUCA;260720802A;22;8,14;
1701;IPOJUCA;260720802A;23;5,11;
1702;IPOJUCA;260720802A;24;1,61;
1703;IPOJUCA;260720802A;25;11,05;
1704;IPOJUCA;260720802A;26;30,34;
1705;IPOJUCA;260720802A;27;4,98;
1706;IPOJUCA;260720802A;28;7,14;
1707;IPOJUCA;260720802A;29;0,2;
1708;IPOJUCA;260720802A;30;0;
1709;IPOJUCA;260720802A;31;0,2;
1710;IPOJUCA;260720803A;1;15;
1711;IPOJUCA;260720803A;2;1,77;
1712;IPOJUCA;260720803A;3;4,15;
1713;IPOJUCA;260720803A;4;0;
1714;IPOJUCA;260720803A;5;0;
1715;IPOJUCA;260720803A;6;0;
1716;IPOJUCA;260720803A;7;10,44;
1717;IPOJUCA;260720803A;8;0,79;
1718;IPOJUCA;260720803A;9;3,55;
1719;IPOJUCA;260720803A;10;0;
1720;IPOJUCA;260720803A;11;0,2;
1721;IPOJUCA;260720803A;12;0;
1722;IPOJUCA;260720803A;13;1,57;
1723;IPOJUCA;260720803A;14;0,4;
1724;IPOJUCA;260720803A;15;0;
1725;IPOJUCA;260720803A;16;4,14;
1726;IPOJUCA;260720803A;17;0,6;
1727;IPOJUCA;260720803A;18;11,45;
1728;IPOJUCA;260720803A;19;9,88;
1729;IPOJUCA;260720803A;20;0,6;
1730;IPOJUCA;260720803A;21;0,59;
1731;IPOJUCA;260720803A;22;3,35;
1732;IPOJUCA;260720803A;23;1,38;
1733;IPOJUCA;260720803A;24;1,98;
1734;IPOJUCA;260720803A;25;0,59;
1735;IPOJUCA;260720803A;26;28,76;
1736;IPOJUCA;260720803A;27;5,54;
1737;IPOJUCA;260720803A;28;11,29;
1738;IPOJUCA;260720803A;29;0;
1739;IPOJUCA;260720803A;30;0,6;
1740;IPOJUCA;260720803A;31;2,56;
1741;IPOJUCA;260720804A;1;20,15;
1742;IPOJUCA;260720804A;2;1,18;
1743;IPOJUCA;260720804A;3;3,75;
1744;IPOJUCA;260720804A;4;0;
1745;IPOJUCA;260720804A;5;0;
1746;IPOJUCA;260720804A;6;0;
1747;IPOJUCA;260720804A;7;12,83;
1748;IPOJUCA;260720804A;8;2,56;
1749;IPOJUCA;260720804A;9;3,19;
1750;IPOJUCA;260720804A;10;0;
1751;IPOJUCA;260720804A;11;0;
1752;IPOJUCA;260720804A;12;0,99;
1753;IPOJUCA;260720804A;13;5,13;
1754;IPOJUCA;260720804A;14;0;
1755;IPOJUCA;260720804A;15;0;
1756;IPOJUCA;260720804A;16;0,4;
1757;IPOJUCA;260720804A;17;0,2;
1758;IPOJUCA;260720804A;18;10,25;
1759;IPOJUCA;260720804A;19;22,82;
1760;IPOJUCA;260720804A;20;0,2;
1761;IPOJUCA;260720804A;21;0,39;
1762;IPOJUCA;260720804A;22;5,52;
1763;IPOJUCA;260720804A;23;4,54;
1764;IPOJUCA;260720804A;24;0,8;
1765;IPOJUCA;260720804A;25;3,16;
1766;IPOJUCA;260720804A;26;16,77;
1767;IPOJUCA;260720804A;27;6,11;
1768;IPOJUCA;260720804A;28;4,96;
1769;IPOJUCA;260720804A;29;0;
1770;IPOJUCA;260720804A;30;0;
1771;IPOJUCA;260720804A;31;1,38;
1772;IPUBI;260730701A;1;0;
1773;IPUBI;260730701A;2;0,4;
1774;IPUBI;260730701A;3;0;
1775;IPUBI;260730701A;4;0;
1776;IPUBI;260730701A;5;0;
1777;IPUBI;260730701A;6;0;
1778;IPUBI;260730701A;7;0;
1779;IPUBI;260730701A;8;0;
1780;IPUBI;260730701A;9;0;
1781;IPUBI;260730701A;10;0;
1782;IPUBI;260730701A;11;0;
1783;IPUBI;260730701A;12;0;
1784;IPUBI;260730701A;13;0;
1785;IPUBI;260730701A;14;0;
1786;IPUBI;260730701A;15;0;
1787;IPUBI;260730701A;16;0;
1788;IPUBI;260730701A;17;0;
1789;IPUBI;260730701A;18;0;
1790;IPUBI;260730701A;19;0;
1791;IPUBI;260730701A;20;2,01;
1792;IPUBI;260730701A;21;0;
1793;IPUBI;260730701A;22;0;
1794;IPUBI;260730701A;23;0;
1795;IPUBI;260730701A;24;1,99;
1796;IPUBI;260730701A;25;0,6;
1797;IPUBI;260730701A;26;0;
1798;IPUBI;260730701A;27;0;
1799;IPUBI;260730701A;28;0;
1800;IPUBI;260730701A;29;0;
1801;IPUBI;260730701A;30;0,4;
1802;IPUBI;260730701A;31;0;
1803;IPUBI;260730702A;1;0;
1804;IPUBI;260730702A;2;0;
1805;IPUBI;260730702A;3;0;
1806;IPUBI;260730702A;4;0;
1807;IPUBI;260730702A;5;0;
1808;IPUBI;260730702A;6;0;
1809;IPUBI;260730702A;7;0;
1810;IPUBI;260730702A;8;0;
1811;IPUBI;260730702A;9;0;
1812;IPUBI;260730702A;10;0;
1813;IPUBI;260730702A;11;0;
1814;IPUBI;260730702A;12;0;
1815;IPUBI;260730702A;13;0;
1816;IPUBI;260730702A;14;0;
1817;IPUBI;260730702A;15;0;
1818;IPUBI;260730702A;16;0;
1819;IPUBI;260730702A;17;0;
1820;IPUBI;260730702A;18;0;
1821;IPUBI;260730702A;19;0;
1822;IPUBI;260730702A;20;0,2;
1823;IPUBI;260730702A;21;0;
1824;IPUBI;260730702A;22;0;
1825;IPUBI;260730702A;23;0;
1826;IPUBI;260730702A;24;1,79;
1827;IPUBI;260730702A;25;4,56;
1828;IPUBI;260730702A;26;0;
1829;IPUBI;260730702A;27;0;
1830;IPUBI;260730702A;28;0;
1831;IPUBI;260730702A;29;0;
1832;IPUBI;260730702A;30;0;
1833;IPUBI;260730702A;31;0;
1834;JABOATÃO DOS GUARARAPES;260790101A;1;6,64;
1835;JABOATÃO DOS GUARARAPES;260790101A;2;12,33;
1836;JABOATÃO DOS GUARARAPES;260790101A;3;0,62;
1837;JABOATÃO DOS GUARARAPES;260790101A;4;0;
1838;JABOATÃO DOS GUARARAPES;260790101A;5;0;
1839;JABOATÃO DOS GUARARAPES;260790101A;6;1,78;
1840;JABOATÃO DOS GUARARAPES;260790101A;7;10,96;
1841;JABOATÃO DOS GUARARAPES;260790101A;8;0;
1842;JABOATÃO DOS GUARARAPES;260790101A;9;0,2;
1843;JABOATÃO DOS GUARARAPES;260790101A;10;0;
1844;JABOATÃO DOS GUARARAPES;260790101A;11;1,21;
1845;JABOATÃO DOS GUARARAPES;260790101A;13;6,13;
1846;JABOATÃO DOS GUARARAPES;260790101A;14;5,8;
1847;JABOATÃO DOS GUARARAPES;260790101A;17;0,99;
1848;JABOATÃO DOS GUARARAPES;260790101A;18;16,21;
1849;JABOATÃO DOS GUARARAPES;260790101A;19;29,16;
1850;JABOATÃO DOS GUARARAPES;260790101A;20;0,2;
1851;JABOATÃO DOS GUARARAPES;260790101A;21;0,2;
1852;JABOATÃO DOS GUARARAPES;260790101A;22;2,01;
1853;JABOATÃO DOS GUARARAPES;260790101A;23;9,26;
1854;JABOATÃO DOS GUARARAPES;260790101A;24;0,6;
1855;JABOATÃO DOS GUARARAPES;260790101A;25;1,78;
1856;JABOATÃO DOS GUARARAPES;260790101A;26;40,46;
1857;JABOATÃO DOS GUARARAPES;260790101A;27;4,78;
1858;JABOATÃO DOS GUARARAPES;260790101A;28;2,97;
1859;JABOATÃO DOS GUARARAPES;260790101A;29;0;
1860;JABOATÃO DOS GUARARAPES;260790102A;1;11,03;
1861;JABOATÃO DOS GUARARAPES;260790102A;2;12,21;
1862;JABOATÃO DOS GUARARAPES;260790102A;3;0,2;
1863;JABOATÃO DOS GUARARAPES;260790102A;4;0;
1864;JABOATÃO DOS GUARARAPES;260790102A;5;0,4;
1865;JABOATÃO DOS GUARARAPES;260790102A;6;1,37;
1866;JABOATÃO DOS GUARARAPES;260790102A;7;12,21;
1867;JABOATÃO DOS GUARARAPES;260790102A;8;0,4;
1868;JABOATÃO DOS GUARARAPES;260790102A;9;0;
1869;JABOATÃO DOS GUARARAPES;260790102A;10;0;
1870;JABOATÃO DOS GUARARAPES;260790102A;11;0;
1871;JABOATÃO DOS GUARARAPES;260790102A;12;0;
1872;JABOATÃO DOS GUARARAPES;260790102A;13;1,79;
1873;JABOATÃO DOS GUARARAPES;260790102A;14;2,59;
1874;JABOATÃO DOS GUARARAPES;260790102A;15;0;
1875;JABOATÃO DOS GUARARAPES;260790102A;16;0;
1876;JABOATÃO DOS GUARARAPES;260790102A;17;1,38;
1877;JABOATÃO DOS GUARARAPES;260790102A;18;10,84;
1878;JABOATÃO DOS GUARARAPES;260790102A;19;26,38;
